Measurement_ID,District_ID,Date,Water_Table_Depth_m,Recharge_Rate
2227,33,2023-11-15,10.47,2.5
2228,3,2023-06-10,13.17,4.02
2229,25,2023-08-29,16.72,2.2
2230,3,2023-09-17,9.27,2.85
2231,28,2023-08-28,17.06,4.62
2232,2,2023-01-23,20.6,0.42
2233,4,2023-01-02,17.34,0.78
2234,17,2023-05-06,25.35,0.47
2235,25,2023-06-26,10.57,2.46
2236,22,2023-02-15,26.47,1.01
2237,24,2023-09-22,14.39,2.59
2238,18,2023-09-29,10.74,2.0
2239,10,2023-07-27,15.52,4.42
2240,25,2023-10-16,16.29,1.59
2241,8,2023-05-01,22.94,1.28
2242,27,2023-03-18,12.95,0.76
2243,18,2023-09-19,15.67,3.27
2244,15,2023-06-14,16.76,4.32
2245,24,2023-12-05,10.64,2.4
2246,4,2023-07-07,11.09,3.66
2247,20,2023-03-29,22.67,1.0
2248,25,2023-01-22,26.32,1.33
2249,3,2023-11-17,17.28,1.42
2250,31,2023-01-28,16.49,1.2
2251,27,2023-04-17,25.91,0.79
2252,16,2023-07-30,5.97,2.81
2253,30,2023-11-13,15.55,2.56
2254,23,2023-01-09,23.18,1.74
2255,12,2023-03-06,25.83,0.68
2256,5,2023-02-01,21.85,1.28
2257,18,2023-01-25,28.82,0.42
2258,8,2023-07-20,7.55,1.76
2259,17,2023-09-28,13.02,1.69
2260,8,2023-10-12,15.51,2.57
2261,1,2023-05-14,21.14,1.1
2262,17,2023-11-26,20.08,2.05
2263,12,2023-10-08,13.37,1.56
2264,31,2023-09-13,10.91,1.76
2265,16,2023-09-22,11.77,4.8
2266,13,2023-07-13,15.06,2.54
2267,13,2023-09-28,11.85,4.55
2268,5,2023-07-24,15.58,2.9
2269,18,2023-05-05,19.8,1.34
2270,10,2023-12-11,13.26,1.06
2271,5,2023-03-14,17.21,0.89
2272,26,2023-11-13,14.03,1.28
2273,19,2023-03-29,12.49,1.21
2274,20,2023-07-28,14.18,1.88
2275,20,2023-03-23,27.24,0.86
2276,2,2023-05-05,12.58,0.55
2277,27,2023-03-08,22.07,0.52
2278,24,2023-09-28,8.46,3.42
2279,28,2023-04-20,20.36,1.42
2280,7,2023-06-08,14.41,4.66
2281,17,2023-02-12,13.93,0.26
2282,30,2023-01-21,26.85,1.23
2283,25,2023-05-30,24.39,0.35
2284,25,2023-03-22,15.35,0.46
2285,23,2023-07-11,11.25,1.6
2286,19,2023-01-22,18.65,1.1
2287,12,2023-07-26,8.87,1.61
2288,15,2023-12-12,13.49,0.92
2289,24,2023-06-24,9.26,2.03
2290,12,2023-05-31,20.88,1.34
2291,13,2023-01-12,16.4,1.38
2292,6,2023-08-29,15.67,3.55
2293,25,2023-06-07,8.81,2.79
2294,27,2023-05-24,21.62,1.77
2295,19,2023-09-20,15.92,2.62
2296,33,2023-01-12,21.45,1.63
2297,15,2023-02-25,24.62,0.97
2298,24,2023-05-04,17.58,0.42
2299,33,2023-09-23,11.71,3.8
2300,12,2023-05-22,28.45,1.58
2301,22,2023-03-10,16.36,1.35
2302,30,2023-11-09,12.49,2.3
2303,4,2023-12-11,17.71,1.4
2304,22,2023-01-20,16.78,0.37
2305,19,2023-12-18,9.01,2.69
2306,4,2023-05-30,14.42,0.34
2307,16,2023-04-15,14.99,1.62
2308,14,2023-04-17,19.69,0.51
2309,23,2023-04-10,23.0,0.71
2310,17,2023-10-28,13.13,2.43
2311,21,2023-12-29,12.86,2.77
2312,8,2023-07-22,11.25,3.14
2313,15,2023-03-14,16.69,1.54
2314,7,2023-02-16,20.7,0.45
2315,7,2023-12-31,11.16,1.83
2316,30,2023-09-27,14.82,4.58
2317,30,2023-03-05,22.31,1.01
2318,4,2023-11-07,12.73,2.28
2319,13,2023-05-04,28.29,0.96
2320,6,2023-11-20,11.07,1.03
2321,13,2023-09-10,11.23,3.25
2322,14,2023-03-10,28.28,0.68
2323,26,2023-11-26,14.63,1.86
2324,21,2023-04-26,26.7,0.87
2325,3,2023-07-28,6.84,1.79
2326,3,2023-02-09,17.01,1.48
2327,6,2023-11-10,12.62,1.93
2328,33,2023-09-12,12.86,2.82
2329,21,2023-07-19,9.76,4.52
2330,7,2023-08-25,12.34,3.82
2331,33,2023-07-28,13.19,4.79
2332,1,2023-01-06,21.47,0.88
2333,12,2023-04-17,19.91,0.78
2334,2,2023-01-16,16.09,1.77
2335,7,2023-06-21,15.39,2.34
2336,27,2023-02-27,16.65,0.37
2337,9,2023-11-02,17.69,1.62
2338,1,2023-05-06,23.1,1.64
2339,25,2023-06-20,12.46,4.1
2340,31,2023-11-23,12.78,2.34
2341,32,2023-05-16,19.42,0.83
2342,19,2023-11-02,20.29,2.15
2343,8,2023-08-01,9.31,2.13
2344,1,2023-11-14,11.56,2.35
2345,14,2023-07-20,12.75,4.16
2346,24,2023-11-09,14.29,1.62
2347,23,2023-03-10,23.89,0.98
2348,4,2023-02-09,26.11,1.14
2349,20,2023-11-06,12.92,2.05
2350,5,2023-03-05,12.92,0.7
2351,19,2023-02-25,15.31,1.25
2352,19,2023-04-26,14.31,0.66
2353,15,2023-07-23,10.3,1.21
2354,31,2023-06-25,6.08,2.32
2355,2,2023-10-28,10.89,1.06
2356,9,2023-07-28,6.71,4.21
2357,13,2023-03-29,24.1,0.97
2358,11,2023-04-21,24.91,0.25
2359,33,2023-03-17,17.66,1.52
2360,5,2023-05-03,21.66,1.77
2361,29,2023-05-21,25.67,0.47
2362,22,2023-06-22,17.22,4.6
2363,27,2023-02-09,17.61,1.77
2364,6,2023-05-11,13.62,1.26
2365,3,2023-12-23,9.8,1.08
2366,19,2023-03-08,20.49,0.69
2367,27,2023-01-22,21.72,1.06
2368,24,2023-11-19,14.63,1.2
2369,2,2023-06-22,12.24,4.19
2370,16,2023-09-10,11.64,3.4
2371,26,2023-08-08,14.09,2.6
2372,28,2023-01-24,19.51,1.78
2373,7,2023-03-01,23.18,0.89
2374,9,2023-08-07,9.74,3.0
2375,2,2023-01-22,21.46,0.95
2376,13,2023-01-29,24.14,0.73
2377,14,2023-07-04,13.13,4.31
2378,25,2023-07-23,11.66,4.67
2379,6,2023-01-14,15.54,0.59
2380,25,2023-03-20,20.87,1.48
2381,30,2023-02-07,23.27,0.48
2382,21,2023-04-19,17.16,1.12
2383,7,2023-03-31,16.81,0.88
2384,14,2023-05-11,21.84,1.15
2385,22,2023-07-02,10.01,1.79
2386,4,2023-08-09,11.71,1.5
2387,33,2023-10-09,15.15,2.65
2388,12,2023-08-12,10.06,1.61
2389,7,2023-09-06,7.48,4.25
2390,32,2023-08-06,8.19,4.74
2391,10,2023-11-15,13.79,1.52
2392,14,2023-09-26,9.94,3.31
2393,17,2023-05-29,21.33,0.99
2394,3,2023-03-01,14.96,0.79
2395,16,2023-06-05,8.85,2.73
2396,1,2023-09-28,12.5,3.63
2397,29,2023-04-10,16.58,0.76
2398,22,2023-06-02,11.85,1.21
2399,16,2023-09-02,10.56,2.12
2400,9,2023-07-28,5.73,4.48
2401,3,2023-04-19,15.12,0.88
2402,15,2023-11-27,18.91,1.17
2403,24,2023-11-11,20.12,1.33
2404,8,2023-01-28,19.88,1.3
2405,7,2023-12-08,19.54,2.14
2406,24,2023-08-20,12.45,3.26
2407,2,2023-11-07,10.65,2.32
2408,4,2023-09-17,9.59,3.21
2409,24,2023-10-17,17.69,2.78
2410,5,2023-05-29,19.17,1.44
2411,19,2023-10-21,10.41,1.14
2412,12,2023-01-09,22.22,1.15
2413,29,2023-05-11,21.3,1.39
2414,11,2023-07-26,9.14,3.44
2415,27,2023-11-16,10.64,1.28
2416,25,2023-12-03,11.18,2.44
2417,19,2023-10-10,14.49,1.32
2418,30,2023-02-15,20.81,0.77
2419,19,2023-03-16,24.12,1.05
2420,24,2023-10-24,10.28,2.97
2421,25,2023-11-23,11.27,2.33
2422,16,2023-03-17,17.76,0.6
2423,22,2023-10-17,17.61,1.08
2424,7,2023-05-31,24.7,0.6
2425,2,2023-09-14,9.84,3.48
2426,20,2023-10-19,10.04,1.84
2427,13,2023-03-31,27.06,1.29
2428,13,2023-02-25,19.97,1.26
2429,12,2023-04-25,27.98,0.5
2430,19,2023-03-14,19.85,0.58
2431,28,2023-07-26,15.65,3.8
2432,4,2023-07-28,15.73,4.59
2433,2,2023-10-13,11.01,0.91
2434,31,2023-03-21,15.68,0.84
2435,26,2023-11-24,18.47,2.55
2436,8,2023-08-23,9.13,2.9
2437,27,2023-01-16,23.38,0.56
2438,29,2023-03-31,15.48,1.14
2439,14,2023-06-08,13.39,4.62
2440,15,2023-09-24,10.55,3.93
2441,15,2023-06-16,12.81,1.4
2442,24,2023-11-29,10.93,1.25
2443,16,2023-09-24,7.07,2.39
2444,9,2023-12-03,14.12,2.13
2445,2,2023-05-26,20.45,0.39
2446,1,2023-06-26,15.09,2.68
2447,27,2023-12-06,19.22,2.81
2448,8,2023-03-14,22.39,1.32
2449,28,2023-06-24,8.26,1.5
2450,2,2023-10-09,18.32,1.74
2451,10,2023-07-27,12.0,4.25
2452,23,2023-10-06,16.44,1.19
2453,10,2023-08-11,9.6,1.22
2454,18,2023-02-17,24.8,0.98
2455,25,2023-10-21,21.77,2.37
2456,25,2023-06-26,9.41,1.78
2457,27,2023-11-19,14.4,2.83
2458,5,2023-04-21,16.33,1.52
2459,1,2023-10-15,14.83,1.39
2460,31,2023-08-07,14.63,1.37
2461,7,2023-12-11,16.61,0.89
2462,10,2023-04-08,24.7,1.53
2463,21,2023-10-20,20.56,1.21
2464,22,2023-03-03,15.24,1.01
2465,17,2023-04-09,16.93,1.17
2466,18,2023-07-24,13.99,1.72
2467,10,2023-05-04,23.84,1.49
2468,20,2023-09-18,17.66,2.62
2469,18,2023-11-17,14.91,1.22
2470,3,2023-01-16,13.14,0.71
2471,11,2023-09-02,16.01,1.53
2472,15,2023-01-01,16.62,0.34
2473,1,2023-12-08,14.37,1.0
2474,33,2023-08-11,11.91,2.78
2475,26,2023-07-19,10.71,1.83
2476,5,2023-01-29,21.63,0.82
2477,8,2023-07-18,6.2,4.51
2478,33,2023-04-14,18.5,1.15
2479,5,2023-02-11,25.26,0.84
2480,13,2023-11-10,20.39,2.81
2481,22,2023-01-14,15.93,1.63
2482,4,2023-02-03,15.4,0.64
2483,25,2023-09-28,16.46,4.44
2484,4,2023-11-10,17.93,1.03
2485,18,2023-02-11,22.17,1.12
2486,19,2023-11-19,11.78,2.98
2487,5,2023-06-14,10.22,1.96
2488,4,2023-08-21,8.83,2.56
2489,27,2023-04-01,22.08,0.57
2490,13,2023-10-26,19.77,1.1
2491,29,2023-11-25,13.73,2.35
2492,27,2023-11-18,10.0,2.12
2493,10,2023-01-26,24.67,1.15
2494,24,2023-04-23,21.08,1.54
2495,18,2023-05-19,28.65,0.49
2496,2,2023-09-11,13.14,1.49
2497,29,2023-08-15,6.87,2.21
2498,19,2023-07-20,16.11,3.19
2499,11,2023-01-30,15.94,0.41
2500,29,2023-03-13,25.33,0.78
2501,26,2023-07-30,12.04,4.29
2502,9,2023-11-02,14.42,1.17
2503,9,2023-06-26,9.38,4.54
2504,2,2023-10-12,19.04,0.95
2505,6,2023-09-09,9.81,1.76
2506,31,2023-07-16,10.95,3.9
2507,4,2023-03-24,17.86,1.41
2508,5,2023-05-15,22.23,1.37
2509,2,2023-07-23,15.71,2.73
2510,17,2023-02-04,17.93,1.29
2511,13,2023-04-12,25.84,0.51
2512,13,2023-08-21,17.01,1.41
2513,15,2023-02-15,13.07,0.45
2514,9,2023-06-10,14.95,3.08
2515,23,2023-03-29,13.63,1.8
2516,13,2023-06-26,15.99,4.22
2517,26,2023-02-25,17.95,0.37
2518,30,2023-10-06,15.21,2.5
2519,6,2023-08-26,13.5,3.47
2520,1,2023-04-15,25.68,0.56
2521,11,2023-12-14,16.13,1.66
2522,7,2023-02-10,13.66,0.52
2523,11,2023-01-01,23.3,1.63
2524,25,2023-02-27,18.33,0.5
2525,15,2023-08-05,7.25,4.61
2526,16,2023-09-20,12.48,4.65
2527,21,2023-03-09,25.94,0.74
2528,30,2023-09-11,8.15,3.0
2529,23,2023-07-12,7.25,1.74
2530,8,2023-04-08,14.9,1.27
2531,14,2023-08-18,14.13,2.29
2532,5,2023-12-08,15.65,1.08
2533,19,2023-06-07,13.96,3.76
2534,17,2023-10-31,11.73,2.13
2535,4,2023-03-28,20.77,0.3
2536,21,2023-01-25,17.74,1.8
2537,10,2023-07-22,8.48,3.02
2538,19,2023-09-19,14.9,2.28
2539,3,2023-02-18,14.26,1.63
2540,28,2023-05-22,17.37,1.24
2541,19,2023-01-28,22.77,1.46
2542,16,2023-08-20,15.59,4.09
2543,14,2023-12-16,18.91,2.77
2544,17,2023-02-22,25.81,1.76
2545,26,2023-08-29,16.73,1.9
2546,7,2023-03-14,22.62,0.32
2547,30,2023-09-13,10.2,1.62
2548,33,2023-03-29,26.13,0.74
2549,12,2023-02-08,24.86,1.11
2550,1,2023-03-24,16.59,1.1
2551,6,2023-09-09,13.73,4.37
2552,12,2023-02-22,15.85,0.67
2553,13,2023-05-14,24.23,0.25
2554,27,2023-03-29,15.23,0.55
2555,22,2023-09-09,14.19,2.23
2556,29,2023-04-30,20.84,1.74
2557,28,2023-04-29,24.21,0.73
2558,16,2023-02-28,18.26,0.52
2559,33,2023-04-01,13.05,0.66
2560,21,2023-07-29,11.54,3.23
2561,2,2023-06-23,15.67,4.61
2562,15,2023-10-21,9.83,2.15
2563,29,2023-01-12,13.04,1.24
2564,32,2023-12-26,10.8,2.88
2565,28,2023-07-26,15.75,1.28
2566,8,2023-08-21,13.46,3.49
2567,31,2023-12-25,13.56,2.13
2568,4,2023-07-26,14.51,4.38
2569,32,2023-05-01,24.13,1.12
2570,26,2023-09-23,17.21,4.75
2571,10,2023-01-08,17.69,0.39
2572,24,2023-01-02,24.16,1.77
2573,25,2023-10-04,11.77,1.75
2574,10,2023-02-13,14.36,1.44
2575,11,2023-04-03,25.47,1.0
2576,15,2023-11-19,13.9,2.8
2577,23,2023-06-17,8.31,4.41
2578,11,2023-02-14,17.68,1.1
2579,26,2023-12-14,17.31,2.16
2580,24,2023-01-08,27.11,1.72
2581,22,2023-10-04,19.47,1.22
2582,29,2023-02-23,17.11,0.98
2583,17,2023-07-27,16.18,3.08
2584,10,2023-02-07,27.17,1.77
2585,12,2023-02-07,23.25,1.6
2586,9,2023-06-17,15.16,4.26
2587,26,2023-08-22,15.54,4.24
2588,3,2023-10-13,7.6,2.2
2589,18,2023-05-01,17.88,0.39
2590,28,2023-11-16,19.82,2.21
2591,19,2023-10-07,11.32,1.65
2592,2,2023-03-23,25.85,1.58
2593,9,2023-01-20,11.39,1.77
2594,22,2023-01-18,18.66,1.31
2595,15,2023-12-06,17.54,2.81
2596,28,2023-11-03,19.73,1.42
2597,17,2023-09-17,13.57,2.62
2598,19,2023-11-28,14.71,2.02
2599,9,2023-06-02,9.13,2.87
2600,22,2023-11-09,12.0,2.14
2601,33,2023-10-11,17.94,1.75
2602,5,2023-11-28,20.6,0.93
2603,6,2023-05-26,21.37,1.13
2604,23,2023-08-20,7.34,2.01
2605,33,2023-08-23,15.88,3.16
2606,3,2023-12-22,11.85,1.71
2607,29,2023-02-16,24.88,0.79
2608,23,2023-04-02,25.01,0.69
2609,16,2023-10-06,14.02,1.12
2610,26,2023-08-18,17.22,3.85
2611,25,2023-09-02,13.68,1.29
2612,13,2023-10-04,16.31,1.3
2613,12,2023-01-14,20.66,1.57
2614,29,2023-05-21,23.22,0.59
2615,25,2023-02-09,28.16,1.65
2616,5,2023-11-18,15.21,1.97
2617,30,2023-09-11,16.04,3.49
2618,32,2023-07-16,12.75,3.9
2619,10,2023-11-16,12.31,2.73
2620,28,2023-09-16,12.42,3.37
2621,32,2023-03-20,14.64,0.7
2622,9,2023-06-13,9.44,2.69
2623,13,2023-09-10,16.32,2.22
2624,3,2023-11-26,8.79,2.08
2625,21,2023-12-15,17.22,1.07
2626,1,2023-07-24,9.11,4.5
2627,12,2023-12-16,11.83,2.78
2628,16,2023-07-08,9.63,3.55
2629,4,2023-12-23,11.95,2.61
2630,18,2023-01-16,17.38,0.82
2631,24,2023-07-19,10.3,4.22
2632,25,2023-11-14,20.67,1.62
2633,22,2023-12-18,13.18,2.5
2634,30,2023-10-19,19.57,2.17
2635,3,2023-01-16,23.59,0.81
2636,8,2023-03-27,13.76,0.49
2637,18,2023-10-05,18.89,1.7
2638,12,2023-06-25,10.43,2.25
2639,24,2023-05-18,21.35,0.39
2640,17,2023-04-04,13.18,1.67
2641,26,2023-08-24,12.02,2.0
2642,26,2023-04-11,24.75,1.57
2643,9,2023-06-30,11.49,2.12
2644,19,2023-04-06,24.46,1.02
2645,16,2023-11-21,12.22,2.13
2646,9,2023-12-16,15.58,2.11
2647,18,2023-07-20,18.05,3.46
2648,15,2023-04-10,25.28,1.14
2649,7,2023-06-24,9.98,3.12
2650,26,2023-03-26,16.18,0.57
2651,17,2023-02-10,23.86,1.26
2652,21,2023-04-06,16.17,0.9
2653,22,2023-09-05,8.92,4.28
2654,12,2023-06-25,9.96,3.56
2655,25,2023-03-27,22.87,0.96
2656,11,2023-07-26,8.97,2.65
2657,15,2023-12-22,18.66,2.48
2658,15,2023-06-25,14.37,3.9
2659,24,2023-02-22,15.94,0.36
2660,15,2023-09-16,15.6,4.21
2661,7,2023-10-14,16.86,2.13
2662,26,2023-07-09,12.64,2.01
2663,24,2023-01-14,23.27,1.66
2664,32,2023-09-23,11.75,2.29
2665,17,2023-07-17,9.84,1.29
2666,21,2023-01-09,21.13,1.78
2667,21,2023-09-07,15.99,4.43
2668,19,2023-05-14,21.1,0.97
2669,15,2023-01-04,26.85,0.92
2670,13,2023-06-06,17.71,3.94
2671,8,2023-12-12,11.61,1.91
2672,33,2023-10-23,13.44,1.1
2673,5,2023-02-27,17.86,1.62
2674,31,2023-11-03,16.64,1.41
2675,31,2023-03-26,16.76,1.19
2676,4,2023-04-12,19.55,1.0
2677,22,2023-10-25,17.87,1.83
2678,16,2023-05-18,14.32,1.03
2679,3,2023-02-14,15.59,0.67
2680,24,2023-04-18,18.51,0.9
2681,26,2023-06-07,17.83,3.84
2682,6,2023-06-16,13.8,2.9
2683,19,2023-08-21,6.42,2.43
2684,7,2023-06-17,14.81,2.6
2685,21,2023-04-14,21.74,0.53
2686,7,2023-04-21,25.5,1.68
2687,12,2023-07-07,10.33,3.81
2688,14,2023-08-03,9.78,3.35
2689,31,2023-09-26,7.4,1.72
2690,7,2023-05-02,12.74,1.71
2691,28,2023-08-18,15.4,1.48
2692,21,2023-01-24,22.23,0.57
2693,2,2023-11-14,11.39,2.72
2694,18,2023-03-18,16.45,1.16
2695,7,2023-05-26,18.3,0.51
2696,6,2023-01-19,19.45,1.7
2697,23,2023-04-01,23.92,0.41
2698,30,2023-07-16,15.52,4.57
2699,8,2023-12-23,10.96,1.53
2700,31,2023-10-15,9.13,1.56
2701,4,2023-11-06,17.8,1.4
2702,9,2023-09-02,5.24,2.42
2703,1,2023-05-20,21.43,1.11
2704,24,2023-03-08,23.49,0.3
2705,16,2023-09-21,10.34,2.16
2706,23,2023-07-25,16.46,2.5
2707,11,2023-03-12,13.59,0.27
2708,22,2023-10-13,12.68,1.19
2709,28,2023-08-02,13.6,4.25
2710,4,2023-06-16,10.85,3.28
2711,33,2023-08-01,14.13,2.63
2712,29,2023-10-03,9.24,1.3
2713,29,2023-05-24,24.81,1.52
2714,20,2023-03-27,15.24,0.56
2715,9,2023-09-10,12.86,2.95
2716,22,2023-09-19,15.1,1.96
2717,22,2023-12-09,20.93,2.52
2718,18,2023-10-05,13.22,2.03
2719,22,2023-10-29,10.85,1.6
2720,28,2023-07-06,13.7,2.39
2721,21,2023-12-31,17.72,1.34
2722,19,2023-04-02,22.5,0.78
2723,33,2023-03-07,23.9,0.42
2724,20,2023-11-11,14.38,1.82
2725,8,2023-02-12,17.57,0.89
2726,28,2023-06-20,11.55,4.76
2727,2,2023-03-11,14.93,1.43
2728,1,2023-01-21,22.81,0.86
2729,3,2023-03-21,19.48,1.57
2730,20,2023-07-10,12.7,4.31
2731,15,2023-10-28,10.11,2.24
2732,15,2023-02-07,17.65,0.82
2733,16,2023-03-09,19.64,0.97
2734,8,2023-06-16,9.45,2.31
2735,21,2023-02-05,22.5,1.01
2736,14,2023-01-03,19.55,0.53
2737,21,2023-06-24,15.59,4.08
2738,31,2023-01-18,14.6,0.62
2739,14,2023-11-21,13.9,2.75
2740,28,2023-10-12,18.4,0.96
2741,12,2023-12-16,20.86,0.88
2742,7,2023-05-26,16.23,1.67
2743,20,2023-05-26,26.13,1.45
2744,25,2023-07-17,12.95,2.36
2745,32,2023-03-15,25.72,1.25
2746,32,2023-12-20,12.93,1.82
2747,15,2023-08-05,15.8,4.45
2748,29,2023-11-23,16.35,2.41
2749,29,2023-05-30,12.99,1.17
2750,27,2023-03-18,22.03,0.23
2751,1,2023-03-08,26.9,1.69
2752,24,2023-09-21,10.3,4.24
2753,11,2023-07-08,12.84,3.29
2754,19,2023-04-18,24.21,0.66
2755,5,2023-09-27,14.78,2.33
2756,14,2023-03-30,26.05,0.92
2757,7,2023-03-10,14.32,0.81
2758,13,2023-02-02,17.81,0.36
2759,9,2023-04-13,12.71,1.45
2760,10,2023-11-27,20.07,2.84
2761,1,2023-11-17,21.33,2.63
2762,20,2023-11-16,10.86,2.54
2763,6,2023-01-31,24.09,0.41
2764,25,2023-01-05,23.64,0.92
2765,6,2023-09-24,16.12,3.7
2766,16,2023-08-01,15.15,1.58
2767,17,2023-09-08,7.54,4.7
2768,11,2023-04-15,13.31,0.82
2769,30,2023-06-26,13.52,4.37
2770,2,2023-09-30,8.77,1.3
2771,11,2023-08-30,11.4,2.9
2772,26,2023-09-23,12.04,4.35
2773,6,2023-12-07,18.11,2.69
2774,30,2023-04-01,15.29,1.31
2775,12,2023-06-29,18.62,3.4
2776,31,2023-08-26,7.33,4.78
2777,21,2023-05-14,21.24,1.54
2778,24,2023-10-15,11.71,2.27
2779,18,2023-09-05,17.98,3.12
2780,9,2023-07-14,8.05,1.66
2781,10,2023-10-20,13.04,1.58
2782,3,2023-06-16,11.71,1.84
2783,10,2023-11-13,10.76,1.65
2784,6,2023-09-19,11.71,3.46
2785,30,2023-07-15,14.1,4.4
2786,16,2023-02-22,15.69,1.05
2787,26,2023-01-28,20.09,0.2
2788,12,2023-08-14,14.66,4.14
2789,8,2023-11-27,8.07,0.81
2790,31,2023-03-31,21.8,1.29
2791,5,2023-08-23,10.93,3.58
2792,14,2023-04-12,28.38,0.6
2793,29,2023-04-22,15.89,0.5
2794,12,2023-01-15,25.01,0.77
2795,21,2023-04-04,27.68,1.34
2796,12,2023-03-21,20.01,0.44
2797,14,2023-07-30,14.95,2.26
2798,11,2023-02-21,24.86,0.91
2799,28,2023-06-17,10.03,3.32
2800,5,2023-11-24,10.51,2.04
2801,20,2023-05-01,14.82,1.17
2802,10,2023-05-02,20.91,1.03
2803,11,2023-06-16,13.03,1.36
2804,24,2023-12-26,15.44,1.78
2805,16,2023-10-23,13.16,2.96
2806,14,2023-06-13,10.42,3.69
2807,20,2023-05-17,19.66,1.02
2808,27,2023-03-04,23.05,0.45
2809,32,2023-11-27,18.55,0.95
2810,30,2023-09-10,11.86,3.87
2811,15,2023-03-24,15.68,1.43
2812,26,2023-05-29,17.3,1.48
2813,16,2023-01-11,18.21,1.3
2814,22,2023-05-14,26.34,0.85
2815,17,2023-10-23,11.93,2.71
2816,32,2023-11-09,11.32,2.19
2817,8,2023-04-03,24.56,1.28
2818,29,2023-11-06,10.79,1.14
2819,29,2023-01-02,15.98,0.83
2820,12,2023-10-20,12.78,2.56
2821,12,2023-08-14,12.44,4.57
2822,5,2023-03-24,24.66,1.65
2823,4,2023-06-19,10.67,3.27
2824,16,2023-12-08,11.5,1.37
2825,30,2023-09-27,13.1,4.14
2826,32,2023-02-27,14.69,0.64
2827,14,2023-09-09,11.08,4.07
2828,21,2023-03-12,26.91,0.33
2829,16,2023-03-08,16.95,1.66
2830,10,2023-01-15,18.31,1.34
2831,7,2023-03-10,14.09,0.91
2832,24,2023-07-23,12.95,3.93
2833,4,2023-10-08,13.19,1.38
2834,13,2023-03-30,18.78,1.09
2835,3,2023-01-23,22.87,1.53
2836,17,2023-10-11,9.83,2.73
2837,32,2023-11-07,10.52,1.71
2838,30,2023-09-23,14.68,1.49
2839,33,2023-09-17,7.23,2.39
2840,29,2023-06-28,13.74,3.08
2841,14,2023-12-21,16.03,2.59
2842,24,2023-12-08,19.12,2.53
2843,33,2023-07-02,11.43,1.27
2844,12,2023-05-02,17.28,1.39
2845,26,2023-02-01,25.51,1.76
2846,3,2023-04-14,13.27,0.4
2847,2,2023-05-23,14.17,0.5
2848,20,2023-05-01,21.43,1.76
2849,25,2023-11-27,17.45,1.95
2850,6,2023-10-21,17.2,0.96
2851,21,2023-02-26,25.26,1.24
2852,30,2023-02-04,15.42,1.21
2853,23,2023-03-25,21.33,0.3
2854,14,2023-10-20,14.23,1.66
2855,6,2023-01-12,16.55,0.59
2856,10,2023-11-26,16.36,1.84
2857,11,2023-10-28,16.19,2.9
2858,23,2023-12-06,16.91,2.08
2859,2,2023-02-17,24.09,1.21
2860,20,2023-04-12,16.35,0.7
2861,31,2023-05-22,21.88,1.38
2862,33,2023-04-09,26.65,1.2
2863,4,2023-11-10,20.52,0.92
2864,13,2023-01-03,22.46,1.67
2865,27,2023-08-29,9.25,1.76
2866,6,2023-04-18,18.03,1.47
2867,32,2023-02-17,14.57,1.16
2868,8,2023-03-16,13.53,0.9
2869,26,2023-01-25,28.49,0.51
2870,10,2023-03-19,13.97,0.88
2871,8,2023-04-17,19.72,0.68
2872,11,2023-03-02,19.77,1.73
2873,30,2023-07-29,10.14,2.31
2874,30,2023-12-05,14.82,1.93
2875,9,2023-01-28,11.19,1.19
2876,8,2023-11-07,19.6,1.44
2877,6,2023-03-01,21.95,0.21
2878,8,2023-07-15,11.68,2.81
2879,26,2023-02-23,22.39,1.07
2880,9,2023-04-03,13.65,1.43
2881,3,2023-03-03,18.39,0.63
2882,3,2023-08-17,13.98,1.25
2883,9,2023-06-25,12.43,2.57
2884,29,2023-05-08,19.76,0.67
2885,13,2023-11-15,14.39,0.83
2886,14,2023-01-19,25.25,1.34
2887,19,2023-10-20,16.25,2.73
2888,13,2023-08-09,17.55,3.2
2889,25,2023-06-22,15.22,1.24
2890,14,2023-10-02,21.18,2.6
2891,1,2023-12-05,11.33,1.99
2892,12,2023-08-22,17.94,1.85
2893,20,2023-09-24,11.56,2.39
2894,7,2023-03-18,17.66,0.27
2895,19,2023-04-01,16.31,0.67
2896,7,2023-02-16,24.8,0.76
2897,19,2023-01-12,18.66,0.81
2898,26,2023-11-17,12.42,2.98
2899,9,2023-06-22,13.43,3.15
2900,1,2023-10-23,16.8,2.23
2901,21,2023-03-10,18.41,0.28
2902,10,2023-11-02,14.34,2.96
2903,19,2023-07-12,8.23,3.1
2904,9,2023-01-09,11.29,0.4
2905,13,2023-12-25,17.58,1.45
2906,24,2023-06-29,16.98,2.66
2907,25,2023-02-03,17.29,1.07
2908,1,2023-04-20,26.21,0.23
2909,23,2023-03-07,20.06,1.44
2910,32,2023-01-09,14.83,1.64
2911,7,2023-04-28,16.38,0.47
2912,30,2023-03-02,21.27,0.48
2913,10,2023-05-22,23.01,0.98
2914,13,2023-08-06,9.64,4.48
2915,23,2023-10-09,17.06,2.0
2916,21,2023-10-04,14.33,1.1
2917,24,2023-07-18,15.0,4.13
2918,20,2023-03-08,15.79,0.99
2919,14,2023-01-14,21.82,0.76
2920,17,2023-02-08,24.18,0.36
2921,10,2023-01-14,16.36,0.2
2922,10,2023-09-04,11.22,2.25
2923,4,2023-08-05,16.39,3.88
2924,8,2023-07-05,6.48,3.87
